activities,datetime,id,imageCount,region,tags,title,username,area.id,area.name,area.slug,location.latitude,location.longitude,observations.avalanche,observations.incident,observations.quick,observations.snowpack,observations.weather
,2022-01-01T01:00:00.000Z,084559cc-6b70-11ec-850c-024eb253f86d,0,Little Yoho,['snowConditions'],Emerald peak/top hat circumnavigation,verhoeff,littleYoho,Little Yoho,littleYoho,51.46801,-116.55399,1,0,1,0,0
,2022-01-01T00:00:00Z,68c1b6fe-be67-4280-a1b1-7ac532479464,2,,['snowConditions'],Mini Golf Laps on Forbidden,blount06,,,,49.66225328765992,-125.16157845253323,0,0,1,1,1
,2022-01-01T00:00:00Z,05a1a773-db54-49b9-92bb-d46b2a183509,4,Cariboos,['snowConditions'],I Only Wanted To Heat Up My Lunch!,northrockiesfieldteam,ef141791-2352-4fcc-a1ef-86ed440e6240,Cariboos,cariboos,53.005315284670615,-121.55449472844441,0,0,1,0,0
,2022-01-01T00:00:00Z,d5329cb1-5d44-4006-8abe-33d194f954d6,3,Glacier National Park,['snowConditions'],Corbin,laurygrenier,glacier,Glacier National Park,glacier,51.2660999265851,-117.72292559380992,1,0,1,0,0
,2021-12-31T23:00:00Z,5c90aca1-f251-4881-b1d3-05e734ed1f2c,1,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Mt. Jimmy Simpson,blairair,banff,"Banff, Yoho, and Kootenay National Parks",banff,51.679653279350305,-116.48198798757278,0,0,1,1,1
,2021-12-31T22:30:00Z,a6126f0b-dc08-425c-88bb-60c35eb72bd9,3,Kootenay Boundary,['snowConditions'],Avalanche,ezralloyd26,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.45976013430169,-117.18206657775278,1,0,1,0,0
,2021-12-31T22:00:00Z,375fac16-5f7c-4708-b193-8e747c40536e,4,,['snowConditions'],"Cold, sunny, and spectacular? There's a Mt Apps for that.",AvCan Vancouver Island,,,,49.44538267232491,-124.95355076714412,0,0,1,0,0
,2021-12-31T22:00:00Z,05575914-b21e-4640-a632-f31eb854f5b4,3,Lizard-Flathead,['snowConditions'],New Year’s Eve slabby pow,conniehenderson3,6fa00a5a-e829-4dcb-8733-c9eae75f8821,Lizard-Flathead,lizard-range,49.430782461290306,-115.10252072666422,1,0,1,0,0
,2021-12-31T22:00:00.000Z,2ba5b29f-6b32-11ec-b6cd-f222f4ae323d,4,Cariboos,['snowConditions'],Jubilee Bowl New Years Eve,Mike Fawcett,ef141791-2352-4fcc-a1ef-86ed440e6240,Cariboos,cariboos,53.129915,-121.470036,0,0,1,1,1
,2021-12-31T21:00:00Z,7f607aa6-6b94-40e6-a9c7-93723616da58,2,,['snowConditions'],Apex backcountry,oconnellr,,,,49.36874666601972,-119.91410403913298,0,0,1,1,0
,2021-12-31T21:00:00.000Z,4fddd17a-6b29-11ec-9a65-e69e7a75e202,4,,['snowConditions'],Powder 8 bowl,FRANZ_U,,,,49.35547,-119.90803,1,1,1,0,0
,2021-12-31T20:30:00.000Z,21a0bf2e-6aac-11ec-81b4-526f13823697,0,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Back of Taylor lake towards Consolation pass,bryan.daneau,banff,"Banff, Yoho, and Kootenay National Parks",banff,51.297,-116.11896,0,0,1,0,0
,2021-12-31T20:15:00Z,c4a404f0-17ca-48a2-8a50-71226217f5b2,0,Kootenay Boundary,['snowConditions'],Whitewater - North Queen Quick Pit,Extended-QueefTest,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.45372913190664,-117.14673514564552,0,0,0,1,0
,2021-12-31T20:00:00Z,2689b436-622e-4660-b0e1-de9836780e4f,0,Sea to Sky,['snowConditions'],Disease Ridge heavily wind affected,handley88,93518f8b-24b0-47c5-8a17-6a6ffa409a83,Sea to Sky,sea-to-sky,50.074465,-122.872231,0,0,1,0,0
,2021-12-31T20:00:00Z,26f5c6f9-613c-410e-94be-5f76a5b3420d,1,South Coast Inland,['snowConditions'],Lazyboy Dec 31,kathryn.pohran,ef6cafd5-aa52-41c2-8d43-7293c4e91ff9,South Coast Inland,south-coast-inland,50.38752062846885,-122.51767427801747,0,0,1,0,0
,2021-12-31T20:00:00Z,3013bc3c-b1c5-4140-8e73-b9d1421601fc,3,Lizard-Flathead,['snowConditions'],Proctor meadows,ale.peters44,6fa00a5a-e829-4dcb-8733-c9eae75f8821,Lizard-Flathead,lizard-range,49.56585473931233,-115.08939935340557,0,0,1,0,0
,2021-12-31T20:00:00Z,8dc6c19d-b5b7-4020-8c65-22eea5c64e6d,0,Sea to Sky,['snowConditions'],Sproatt,benjaminlucas,93518f8b-24b0-47c5-8a17-6a6ffa409a83,Sea to Sky,sea-to-sky,50.13056611233566,-123.03297161048656,0,0,1,0,0
,2021-12-31T20:00:00Z,4d4c9e36-0135-4a02-b765-1c82f0c364a6,2,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Elevator shaft and the fingers,bensoneff,banff,"Banff, Yoho, and Kootenay National Parks",banff,51.44014374265191,-116.09505926692003,0,0,1,0,0
,2021-12-31T20:00:00Z,bb75aa7a-f786-4500-b1ed-9fc9aa8504e5,2,South Coast Inland,['snowConditions'],Cayoosh Approach,grabojonas,ef6cafd5-aa52-41c2-8d43-7293c4e91ff9,South Coast Inland,south-coast-inland,50.39593311188304,-122.490091725842,0,0,0,1,0
,2021-12-31T20:00:00.000Z,871336d9-6b49-11ec-b905-cae96421b3a9,0,Sea to Sky,['snowConditions'],Callaghan,rose.e.langford,93518f8b-24b0-47c5-8a17-6a6ffa409a83,Sea to Sky,sea-to-sky,50.14913,-123.11474,0,0,1,0,1
,2021-12-31T20:00:00.000Z,2d41aeb3-6a9a-11ec-aa14-168694826192,3,South Rockies,['snowConditions'],Smith Basin Elkford,southrockies,505a3b20-0f76-431a-934e-8f68baedeb19,South Rockies,south-rockies,50.10711,-115.01336,0,0,1,1,0
,2021-12-31T19:37:00Z,947a9f1e-081e-43d9-8ca3-5d01607cd14e,0,Sea to Sky,['snowConditions'],Brew Hir,christophe.dehaas,93518f8b-24b0-47c5-8a17-6a6ffa409a83,Sea to Sky,sea-to-sky,50.040061517498486,-123.19097464769345,0,0,1,0,0
,2021-12-31T19:00:00.000Z,e40a87aa-6c46-11ec-af4b-6ae74f32ea67,0,South Coast Inland,['snowConditions'],Rohr,liam.cook7,ef6cafd5-aa52-41c2-8d43-7293c4e91ff9,South Coast Inland,south-coast-inland,50.39223,-122.41537,1,0,1,0,0
,2021-12-31T19:00:00.000Z,8778db6d-6c33-11ec-8442-52ac6ac7c260,3,Kootenay Boundary,['snowConditions'],Whale's back avalanche,luquasar,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.45613,-117.18826,1,0,1,0,0
,2021-12-31T18:00:00Z,546adc87-2c8d-4bcd-865c-726eadc0a9e5,0,Vancouver Island,['snowConditions'],Mt Becher,jeff,vancouver-island,Vancouver Island,vancouver-island,49.65036971870299,-125.22400935304407,0,0,1,0,0
,2021-12-31T17:30:00Z,9090c266-45f5-490b-beea-78bd855adf98,1,,['snowConditions'],Devils Gap,nick.baggaley,,,,51.28231873740561,-115.17112839046416,0,0,0,0,1
,2021-12-31T17:00:00Z,23ef4880-5012-413c-960f-12111becb279,0,Kootenay Boundary,['snowConditions'],Kircup,jessethompsonmd,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.13053144279917,-117.85514817743359,0,0,1,1,1
,2021-12-31T17:00:00.000Z,0dbcd2e0-6aa1-11ec-aa14-168694826192,1,South Coast,['snowConditions'],Hollyburn,joe.m.humphries,5ab6602b-ad84-440b-888e-e1a01f535cab,South Coast,south-coast,49.40197,-123.18093,0,0,1,0,1
,2021-12-31T14:00:00Z,29372f8a-6b92-418c-8442-306113002f69,1,,['snowConditions'],KillDevil Trees,steve,,,,49.499739685103634,-57.766822748079576,0,0,1,0,0
,2021-12-31T14:00:00.000Z,ae12908e-6bd9-11ec-a1b9-3ae129b24881,0,Yukon,['snowConditions'],Above Fraser,colin,0b23a25d-0346-4fa4-8412-faa4c3581d2a,Yukon,yukon,59.72755,-135.05304,0,0,1,0,0
,2021-12-31T07:00:00Z,885890ed-59c1-42da-beac-c652890687b9,3,Lizard-Flathead,['snowConditions'],Trespass Ridge Goods,aidan.mckenna,6fa00a5a-e829-4dcb-8733-c9eae75f8821,Lizard-Flathead,lizard-range,49.34162142769557,-115.04432567442329,0,0,1,0,1
,2021-12-31T02:00:00.000Z,0e08a9b7-69e3-11ec-bd66-12fc1e32e9cb,0,Northwest Coastal,['snowConditions'],Anderson Cabin,ptrckclgn,0911afed-1bf5-4b46-8ad9-cc012b3d289a,Northwest Coastal,northwest-coastal,54.50831,-128.7525,0,0,1,0,0
,2021-12-31T01:00:00.000Z,c1444600-69de-11ec-bd66-12fc1e32e9cb,3,Cariboos,['snowConditions'],No Sugar Tonight in My Coffee,jpspatterson,ef141791-2352-4fcc-a1ef-86ed440e6240,Cariboos,cariboos,53.84398,-121.66733,0,0,1,0,1
,2021-12-31T00:00:00Z,9be0ac05-0614-4a79-89b1-39d2f1aea8b6,6,North Rockies,['snowConditions'],Sunshine & Snotsicles,northrockiesfieldteam,69c9e943-4fdf-493d-8ff0-e9963e6162b8,North Rockies,north-rockies,54.055875261230995,-121.26877587242666,0,0,1,0,0
,2021-12-31T00:00:00Z,cd91db76-fc2e-4d69-b778-88da4cf00681,2,North Columbia,['snowConditions'],Cold day at the hottest spot in town,ahanna,9b642bc3-6f7c-47c4-b0e6-101751e2a25c,North Columbia,north-columbia,51.04264229526319,-118.82590603597691,0,0,1,0,0
,2021-12-31T00:00:00Z,4cbe5b5f-bb2b-4b0f-9120-2989fe4ffb9e,0,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Crystal ridge,osaa,banff,"Banff, Yoho, and Kootenay National Parks",banff,51.70002540773416,-116.43217875611923,0,0,1,0,0
,2021-12-31T00:00:00.000Z,bba5e996-69e1-11ec-84b7-ce6de42d0221,4,South Coast,['snowConditions'],Ledge Basin Area,Joel Faubert,5ab6602b-ad84-440b-888e-e1a01f535cab,South Coast,south-coast,49.63888,-123.0813,0,0,1,0,0
,2021-12-31T00:00:00.000Z,fd5d1ff3-69d5-11ec-a062-c66d195aa186,7,Northwest Inland,['snowConditions'],Telkwind affected,AvCan Northwest,f45d017f-54ce-409f-97e7-c2e65a8c7c49,Northwest Inland,northwest-inland,54.37218,-127.06222,1,0,1,0,0
,2021-12-31T00:00:00.000Z,1f01a3a1-69cd-11ec-a153-d6d627a6767b,2,South Coast Inland,['snowConditions'],Joffre Glacier,leetlau,ef6cafd5-aa52-41c2-8d43-7293c4e91ff9,South Coast Inland,south-coast-inland,50.3538,-122.43883,0,0,1,0,0
,2021-12-30T23:00:00.000Z,e41400ab-69c8-11ec-aef0-0e21c24e644e,3,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Skier triggered avalanche on Serac Ridge Kootenay,snow.safety,banff,"Banff, Yoho, and Kootenay National Parks",banff,51.04388,-116.04369,1,1,0,0,0
,2021-12-30T22:00:00Z,13b284ff-5054-4716-9683-141b3f66c22e,5,,['snowConditions'],Bangin' day at Beadnell,AvCan Vancouver Island,,,,49.78537097001495,-125.55168647336316,0,0,1,0,0
,2021-12-30T21:30:00.000Z,ff88be83-69df-11ec-b926-9e0fc1aadfcc,0,South Coast Inland,['snowConditions'],"Wind affect, deep persistent slab failure. ",NB099,ef6cafd5-aa52-41c2-8d43-7293c4e91ff9,South Coast Inland,south-coast-inland,49.11209,-121.43695,0,0,1,0,0
,2021-12-30T21:05:00Z,06f70c1a-2bfc-4f8b-9f5f-d4ae666dcdc9,2,Cariboos,['snowConditions'],Frost bite,Connor Gehring,ef141791-2352-4fcc-a1ef-86ed440e6240,Cariboos,cariboos,51.73521693555969,-119.99236844415424,0,0,1,1,1
,2021-12-30T21:00:00Z,48daad74-7cbb-4902-96a8-de7974ec8b70,0,Kananaskis Country,['snowConditions'],Black prince area,sfluker,2e710073-a73a-49d1-9603-0c0b5ff90033,Kananaskis Country,kananaskis,50.71651316867562,-115.22511562293954,0,0,1,0,0
,2021-12-30T21:00:00.000Z,69ac7239-6a6a-11ec-9a3a-3afc07837586,1,Lizard-Flathead,['snowConditions'],Mount Fernie Avi Paths,mattszczepanski.ms,6fa00a5a-e829-4dcb-8733-c9eae75f8821,Lizard-Flathead,lizard-range,49.52667,-115.09573,0,0,1,0,0
,2021-12-30T21:00:00.000Z,c8a8d288-69db-11ec-b926-9e0fc1aadfcc,1,Kootenay Boundary,['snowConditions'],Acidophilus ,Queef.burglar69,da61db13-64bf-4e21-9ade-d06b2c9390f8,Kootenay Boundary,kootenay-boundary,49.44852,-117.13446,0,0,1,1,1
,2021-12-30T21:00:00.000Z,8ac41d7e-69f0-11ec-bc09-7e5509714280,5,Northwest Coastal,['snowConditions'],Ridge walk ,mitch.blaine,0911afed-1bf5-4b46-8ad9-cc012b3d289a,Northwest Coastal,northwest-coastal,54.51617,-128.976,0,0,1,0,0
,2021-12-30T20:30:00.000Z,e2afe445-69e1-11ec-bd66-12fc1e32e9cb,0,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],Serac Ridge KNP (Mt -Verendrye north shoulder),infonbsi,banff,"Banff, Yoho, and Kootenay National Parks",banff,51.04584,-116.03877,1,1,0,0,0
,2021-12-30T20:00:00Z,565b7edd-d6c0-4c49-a4b6-81d451b2a3ed,1,Yukon,['snowConditions'],Big Y,Yukon Field Team,0b23a25d-0346-4fa4-8412-faa4c3581d2a,Yukon,yukon,59.64216279081228,-135.08133197758434,0,0,1,0,0
,2021-12-30T20:00:00Z,904ea406-574e-4f15-947a-bc88d86df3dc,0,Yukon,['snowConditions'],Summit Hill trees,olivier.clements,0b23a25d-0346-4fa4-8412-faa4c3581d2a,Yukon,yukon,59.67317474226192,-135.14064921414374,0,0,1,0,0
