activities,datetime,id,imageCount,region,tags,title,username,area.id,area.name,area.slug,location.latitude,location.longitude,observations.avalanche,observations.incident,observations.quick,observations.snowpack,observations.weather
,2016-01-01T02:51:00Z,fb4cebbd-a3de-4217-a38c-93eea06a0fc7,3,Lizard-Flathead,['snowConditions'],Mt.Fernie,Martina,6fa00a5a-e829-4dcb-8733-c9eae75f8821,Lizard-Flathead,lizard-range,49.52409405222357,-115.10324478149414,0,0,1,0,0
,2015-12-31T19:00:00Z,bd033068-a4f2-4283-8128-c4110457cf9d,1,Glacier National Park,['snowConditions'],Wind slab size 1 triggered on Avalanche N Glacier,sebgrondinl,glacier,Glacier National Park,glacier,51.295632058088245,-117.47783660888672,0,0,1,0,0
,2015-12-31T16:57:00Z,94c5e9fb-bd00-4501-975c-a474a12adcfa,1,North Columbia,['snowConditions'],"Clemina Creek,Valemount BC",curtis,9b642bc3-6f7c-47c4-b0e6-101751e2a25c,North Columbia,north-columbia,52.54049390525459,-118.91007373575121,0,0,1,0,0
,2015-12-26T21:00:00Z,c94607bb-47fe-439b-9bf3-5916da273715,0,Kananaskis Country,['snowConditions'],Black Prince,npin,2e710073-a73a-49d1-9603-0c0b5ff90033,Kananaskis Country,kananaskis,50.7115150481646,-115.23044586181642,0,0,1,0,0
,2015-12-22T18:00:00Z,19773b6f-6b93-46ca-8b72-2b4de823bd7c,1,Glacier National Park,['snowConditions'],Boney Moraine's,Kevin Weir,glacier,Glacier National Park,glacier,51.23365496228101,-117.54289627075197,0,0,1,0,0
,2015-12-21T00:00:00Z,74dc9204-3b90-40ca-b8e0-4e254fd11fd6,4,North Rockies,['snowConditions'],Powder in the Kakwa,rbuhler,69c9e943-4fdf-493d-8ff0-e9963e6162b8,North Rockies,north-rockies,53.9363644108837,-120.11022949271138,0,0,1,0,0
,2015-12-20T04:33:00Z,2b34f9df-919f-4d04-b155-beb3227485c8,0,"Banff, Yoho, and Kootenay National Parks",['snowConditions'],auto: Quick Report,info,,,,51.690730009772246,-116.48736522649413,0,0,1,0,0
,2015-12-18T21:48:00Z,3b0a53b6-3bd2-46dc-b328-53eaa889414e,2,Northwest Coastal,['snowConditions'],Wolf's Den,lucasmatt,0911afed-1bf5-4b46-8ad9-cc012b3d289a,Northwest Coastal,northwest-coastal,54.6713493947706,-128.6334228515625,0,0,1,0,0
,2015-12-17T01:28:00Z,e11e2810-73c9-4592-9d62-3ce5f6e41cd5,1,North Rockies,['snowConditions'],Pyramid Mtn area,craig,69c9e943-4fdf-493d-8ff0-e9963e6162b8,North Rockies,north-rockies,54.13771705647619,-121.44951425492764,0,0,1,0,0
,2015-12-13T05:27:00Z,51e3ab33-52aa-4bbf-af57-bdcdb4c2e7c9,2,,['snowConditions'],Conditions Vancouver Island,dirt_rider_man,,,,49.730526833906964,-125.2521228790283,0,0,1,0,0
,2015-12-12T07:03:00Z,ae0a629b-711a-4fd6-a88b-3aa29c50b037,5,North Rockies,['snowConditions'],Wolverine,Ryan Shelly,69c9e943-4fdf-493d-8ff0-e9963e6162b8,North Rockies,north-rockies,54.88411198325295,-121.41574859619139,0,0,1,0,0
